	hotel_name	city_int	price	quality_test	total_rat	premium	lat	lon	part_total_rat	breakfast	cleanliness	comfort	facilities	food	hotel_condition	location	room	service	value_for_money	double_bed	king_bed	queen_bed	individual_bed	four_bed	two_ind_beds	five_bed	six_bed	triple	water_sports	winter_sports	family	party	fitness	gay_friendly	gourmets	big_groups	honey_moon	business	adults_only	single_status	pet_travelers	atrapalo_rc	customer_alliance_rc	expedia_rc	holiday_check_rc	hoteles_rc	hotelsclick_rc	splendia_rc	superbreak_rc	vinivi_rc	zoover_rc	hostelbookers_rc	atrapalo_r	customer_alliance_r	expedia_r	holiday_check_r	hoteles_r	hotelsclick_r	splendia_r	superbreak_r	vinivi_r	zoover_r	hostelbookers_r	air_conditioner	bar_in_hotel	gym	pet_allowed	parking	pool	restaurant	spa	wifi_room	wifi_hall	air_conditioner_free	bar_in_hotel_free	gym_free	pet_allowed_free	parking_free	pool_free	restaurant_free	spa_free	wifi_room_free	wifi_hall_free	hotel_type	neighbourhood	is_hotel_very_centric	is_hotel_centric	is_neighbourhood_very_centric	city_name	email	phone	postal_code	star_count	street	type	web
456	Umma Barcelona B&B Boutique	2	145.0	0	0	0	41.39407	2.151003	426	73	88	78	83	77	77	85	80	90	82	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	72.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	l'Antiga Esquerra de l'Eixample	False	True	False	Barcelona	reservas@ummabarcelona.com	+34(93)1724462	08036	3	Diagonal 433 bis principal 1	[u'Bed & Breakfast']	http://www.ummabarcelona.com
457	Friendly Rentals Hopper	2	199.0	0	0	0	41.38929	2.17645	44	0	82	77	78	0	0	87	0	82	76	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	Sant Pere, Santa Caterina i la Ribera	True	False	True	Barcelona		+34(93)2688051	08003	0	Rec, 34	[u'Casa / Apartamento']	
458	Hostal Bcn 46	2	79.0	0	0	0	41.392311	2.170131	2387	0	87	75	81	70	76	90	75	86	85	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	434.0	0.0	0.0	76.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	97.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	la Dreta de l'Eixample	True	False	True	Barcelona	RESERVAS@HOSTALBCN46.COM	+34(93)30429	08009	2	Roger de Lluria, 46	[u'Hostal']	http://WWW.HOSTALBCN46.COM/
459	Praktik Vinoteca	2	112.0	0	0	0	41.389313	2.16242	1746	0	93	86	84	0	0	92	76	91	85	0	1	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	l'Antiga Esquerra de l'Eixample	True	False	True	Barcelona	direccion@praktikhotels.com	+34(93)4545028	08007	2	Balmes 51	[u'Hotel']	http://www.hotelpraktikvinoteca.com
460	Hotel Pelayo	2	115.0	0	0	0	41.385902	2.166417	1129	79	80	70	73	76	74	92	71	78	78	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	80.0	70.0	84.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	pelayo@hotelpelayo.com	+34(93)3023727	08001	1	Pelai  9, 1o 1a	[u'Hotel']	http://www.hotelpelayo.com
461	Martina	2	81.0	0	0	0	41.393677	2.175164	468	0	79	74	73	0	0	85	72	83	73	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	la Dreta de l'Eixample	True	False	True	Barcelona		+34(93)2659017	08010	0	Calle Bailen 42	[u'Albergue']	http://www.hostalmartina.com/
462	Ramblas Hotel Barcelona	2	123.0	0	0	0	41.379021	2.174884	1537	77	74	67	69	72	70	91	69	77	71	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	65.0	0.0	68.0	68.0	70.0	0.0	0.0	0.0	0.0	76.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Raval	False	True	True	Barcelona	info@barcelonacityramblas.com	+34(93) 30 15 700	08002	3	Ramblas 33	[u'Hotel']	http://www.ramblashoteles.com
463	Residencia Onix	2	67.0	0	0	0	41.395821	2.182869	463	0	84	78	79	74	79	86	75	83	81	1	0	0	1	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	77.0	76.0	98.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Fort Pienc	False	True	True	Barcelona	FRONTDESK@RESIDENCIAONIX.COM	+34(93)2666100	08013	0	C/ Sardenya 101-137	[u'Apartotel']	http://WWW.RESIDENCIAONIX.COM/#FACILITIES
464	Laumon	2	75.0	0	0	0	41.423096	2.190539	1275	75	86	78	77	78	82	78	80	89	79	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	82.0	90.0	84.0	0.0	0.0	0.0	0.0	90.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Sagrera	False	False	False	Barcelona	direccion@hotel-laumon.com	+34(93)2435279	08027	3	Monlau, 8-10	[u'Hotel']	http://www.hotellaumon.com
465	Musik Boutique	2	138.0	0	0	0	41.388004	2.178367	1931	78	91	88	85	80	87	90	85	92	85	1	0	1	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	95.0	90.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	info@musikboutiquehotel.com	+34(93)2225544	08003	3	Sant Pere Mes Baix, 62	[u'Hotel']	http://www.musikboutiquehotel.com/en/index.html
466	House by pillow	2	60.0	0	0	0	41.420918	2.178812	95	0	87	78	80	0	78	79	78	83	80	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	el Guinardo	False	False	False	Barcelona	house@bypillow.com	+34(936)672232	8041	1	Carrer De Rubio I Ors, 3	[u'Pensi\xf3n']	
467	ZooRooms Boutique Guesthouse	2	126.0	0	0	0	41.390591	2.158013	273	0	88	81	82	0	0	89	84	91	85	1	0	0	0	0	0	0	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	434.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	zoorooms@gmail.com	+34(668)886436	08036	3	Mallorca, 209	[u'Hostal']	http://www.facebook.com/zoorooms
468	Apartments2stay City Center	2	126.0	0	0	0	41.384602	2.164962	187	0	80	80	77	0	0	86	0	78	78	1	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Raval	False	True	True	Barcelona	reservations@apartments2stay.com	+34(66)3318844	08001	0	Calle Torres y Amat 13	[u'Casa / Apartamento']	http://www.apartments2stay.com
469	Barbara	2	73.0	0	0	0	41.377605	2.171495	2851	70	67	55	61	55	58	76	59	72	67	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	58.0	68.0	58.0	0.0	0.0	0.0	0.0	56.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True	Barcelona	barbara@rondas.com	+34(93)3298453	08001	1	Marques De Barbera 22	[u'Hotel']	http://www.hotelbarbarabarcelona.com/index.php
470	Peninsular	2	60.0	0	0	0	41.379597	2.172501	1955	69	73	63	65	74	0	89	62	78	74	1	0	0	1	1	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	57.0	0.0	654.0	0.0	0.0	0.0	317.0	0.0	66.0	0.0	0.0	80.0	0.0	82.0	0.0	0.0	0.0	56.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	el Raval	False	True	True	Barcelona	RESERVAS@HOTELPENINSULAR.NET	+34(93)3023138	08001	1	c/ Sant Pau, 34	[u'Hotel']	http://WWW.HOTELPENINSULAR.NET/
471	Villanueva	2	72.0	0	0	0	41.380074	2.174767	421	0	68	66	64	0	0	91	65	71	70	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6	el Barri Gotic	False	True	True	Barcelona	info@pensionvillanueva.es	+34(93)3015084	08002	2	Placa Reial, 2 - 2o 2a	[u'Pensi\xf3n']	http://www.facebook.com/PensionVillanueva?rf=163819020336623
472	La Ciudadela	2	49.0	0	0	0	41.389519	2.183838	905	0	86	77	78	78	78	90	73	82	81	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	90.0	84.0	0.0	0.0	0.0	0.0	75.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Pere, Santa Caterina i la Ribera	False	True	True	Barcelona	reservas@ciudadelaparc.com	+34(93)3099557	08018	1	Paseo Pujades, 5	[u'Hotel']	http://www.ciudadelaparc.com
473	Live & Dream	2	72.0	0	0	0	41.37307	2.13758	73	69	90	81	78	76	0	82	79	86	83	1	0	1	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2	Sants	False	False	False	Barcelona	reservas@liveanddream.com	+34(93)3329128	08014	0	Rossend Arus 23	[u'Bed & Breakfast']	http://www.liveanddream.com/index.php/en
474	N18 The Streets Apartments Barcelona	2	96.0	0	0	0	41.379742	2.176495	65	0	86	0	78	80	0	86	81	87	83	0	1	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	el Barri Gotic	False	True	True	Barcelona		+34(677)738635	8002	3	Calle Escudellers 18	[u'Apartotel']	http://www.thestreetsapartments.com
475	Catedral Bas Apartments	2	165.0	0	0	0	41.38541	2.174015	801	0	94	92	90	72	90	94	82	91	86	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	94.0	93.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3	el Barri Gotic	True	False	True	Barcelona	info@basapartments.com	+34(93)3043634	08002	0	Carrer Duran i Bas 7	[u'Casa / Apartamento']	http://www.basapartments.com
476	Amrey Sant Pau	2	61.0	1	0	0	41.414001	2.1778	2171	77	85	78	76	72	81	81	75	84	82	1	0	0	1	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	80.0	78.0	80.0	0.0	0.0	0.0	0.0	79.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Guinardo	False	True	False	Barcelona	santpaureservas@grupoamrey.co	+34(93)4335151	08041	2	Sant Antoni Maria Claret,173	[u'Hotel']	http://www.hotelsantpau.com/
477	Vincci Mae	2	132.0	0	0	0	41.393501	2.1462	472	72	88	84	80	78	86	85	79	84	81	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	76.0	0.0	74.0	82.0	78.0	0.0	0.0	0.0	0.0	82.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Gervasi - Galvany	False	True	False	Barcelona	covadonga@hcchotels.es	+34(93)2095511	08021	3	Avda. Diagonal, 596	[u'Hotel']	http://www.hcchotels.es/en/hotel/5/hcc-covadonga
478	Next To	2	108.0	0	0	0	41.396545	2.151389	1707	77	84	80	78	75	79	93	80	87	80	1	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	84.0	80.0	84.0	0.0	0.0	0.0	0.0	78.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	Sant Gervasi - Galvany	False	True	False	Barcelona	info@nextto.biz	+34(93)5510516	08008	2	Rossello, 242	[u'Hotel']	http://www.hotelnextto.com/
479	Bbarcelona Apartments Sant Pau Flats	2	194.0	0	0	0	41.412079	2.167354	49	0	77	75	73	0	0	81	0	77	74	0	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	el Baix Guinardo	False	True	False	Barcelona		+34(609)845196	08025	0	Ronda Guinarda3, 58	[u'Casa / Apartamento']	
480	Bcn Urban Gran Ronda	2	104.0	0	0	0	41.383099	2.1634	3373	74	83	72	75	73	76	86	74	79	77	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	984.0	0.0	0.0	79.0	0.0	78.0	77.0	78.0	0.0	0.0	0.0	80.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	Sant Antoni	False	True	True	Barcelona	reservas@hotelgranronda.es	+34(93)3271800	08010	3	Ronda Sant Antoni 49	[u'Hotel']	http://www.hotelgranronda.es
481	Hotel Viladomat	2	95.0	1	0	0	41.383598	2.1517	2154	70	83	77	77	74	79	75	79	82	79	1	0	0	0	0	0	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	78.0	0.0	78.0	65.0	76.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	la Nova Esquerra de l'Eixample	False	True	True	Barcelona	info@hotelviladomat.com	+34(93)2296565	08015	3	Viladomat, 197	[u'Hotel']	http://aa-hoteles.com/hotel-barcelona-viladomat.html
482	Call	2	54.0	0	0	0	41.382191	2.17569	890	0	78	63	67	78	67	89	67	79	75	1	0	0	1	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	70.0	87.0	68.0	0.0	0.0	0.0	0.0	73.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Barri Gotic	False	True	True	Barcelona	reservas@hotelcall.net	+34(9)33021123	08002	1	Arc Sant Ramon del Call, 4	[u'Hotel']	http://www.hotelcall.es/en/
483	Apartamento Abrevadero	2	221.0	0	0	0	41.375687	2.160256	52	0	77	75	74	0	0	83	0	81	77	1	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Sant Antoni	False	True	True	Barcelona			8015	0	Calle Calabria 10-12	[u'Apartotel']	
484	Barcelona Go	2	194.0	0	0	0	41.399117	2.167978	130	72	83	79	78	0	83	82	77	85	79	0	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	0.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	la Dreta de l'Eixample	True	False	True	Barcelona	reception@barcelonago.com	+34(932)317552	08013	2	Lepanto 143	[u'Hotel']	http://barcelonago.com/contacto/
485	4 Barcelona	2	111.0	1	0	0	41.396458	2.20101	2540	75	86	80	73	71	82	77	81	84	80	1	0	0	1	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	654.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	82.0	78.0	80.0	78.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Poblenou	False	False	False	Barcelona	hotel4barcelona@besthotels.es	+34(93)3290954	08005	4	Carrer Doctor Trueta 164	[u'Hotel']	http://www.hotel4barcelona.com
486	Aparthotel Senator Barcelona	2	119.0	0	0	0	41.398499	2.1428	505	68	74	73	71	70	74	78	68	79	71	0	0	0	0	0	1	0	0	0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	66.0	75.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	Sant Gervasi - Galvany	False	False	False	Barcelona	recepcion@aparthotelsenator.com	+34(93)2011405	08021	3	Via Augusta,167	[u'Apartotel']	http://www.aparthotelsenator.com
487	Abrevadero	2	45.0	0	0	0	41.37421	2.168515	1748	0	72	64	67	71	64	83	59	77	72	1	0	0	1	1	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	62.0	83.0	64.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4	el Poble Sec	False	True	False	Barcelona	info@hostalabrevadero.com	+34(93)4412205	08004	0	Vila i Vila, 77-79	[u'Hostal']	http://www.hostalabrevadero.com
488	Splendom Suites Barcelona	2	173.0	0	0	0	41.388313	2.157802	503	0	93	88	86	75	86	88	86	91	87	1	0	0	0	1	0	1	0	1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	406.0	57.0	452.0	0.0	71.0	0.0	0.0	317.0	0.0	0.0	0.0	90.0	97.0	88.0	0.0	91.0	0.0	0.0	98.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	l'Antiga Esquerra de l'Eixample	False	True	True	Barcelona	barcelona@splendomsuites.com	+34(93)4521030	08011	4	C/ Valencia, 194	[u'Apartotel']	http://www.splendomsuitesbarcelona.com
489	SM  Teatre Auditori	2	98.0	0	0	0	41.399799	2.184	673	73	84	76	78	73	79	80	78	86	79	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	317.0	0.0	65.0	0.0	76.0	82.0	76.0	0.0	0.0	0.0	0.0	74.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	5	el Fort Pienc	False	True	True	Barcelona	teatreauditori@smhoteles.com	+34(93)2456485	08013	3	C/ Ribes 71	[u'Hotel']	http://www.hotelteatre-barcelona.com
490	Boqueria	2	110.0	0	0	0	41.382591	2.172281	1270	0	78	68	68	75	68	91	68	75	72	1	0	0	1	1	0	0	0	1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383.0	0.0	406.0	57.0	452.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	68.0	68.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	el Barri Gotic	False	True	True	Barcelona	reservas@hostalboqueria.com	+34(93)3027260	08002	0	La Rambla 100 1o	[u'Hostal']	http://www.hostalboqueria.com
